topology: 3 3
in: 245 179 45
out: 0 1 0
in: 244 226 166
out: 0 1 0
in: 39 150 143
out: 0 1 0
in: 28 95 253
out: 0 0 1
in: 55 55 249
out: 0 0 1
in: 40 184 215
out: 0 0 1
in: 199 108 31
out: 1 0 0
in: 141 176 191
out: 0 0 1
in: 217 32 12
out: 1 0 0
in: 159 136 58
out: 0 1 0
in: 208 245 117
out: 0 1 0
in: 9 154 29
out: 0 1 0
in: 205 214 103
out: 0 1 0
in: 58 20 217
out: 0 0 1
in: 87 174 219
out: 0 0 1
in: 107 150 60
out: 0 1 0
in: 117 38 34
out: 1 0 0
in: 82 208 80
out: 0 1 0
in: 35 229 128
out: 0 1 0
in: 199 194 127
out: 0 1 0
in: 131 247 86
out: 0 1 0
in: 60 238 217
out: 0 1 0
in: 16 89 42
out: 0 1 0
in: 113 147 165
out: 0 0 1
in: 182 22 32
out: 1 0 0
in: 238 157 247
out: 0 0 1
in: 150 138 71
out: 0 1 0
in: 188 145 222
out: 0 0 1
in: 35 113 16
out: 0 1 0
in: 137 228 32
out: 0 1 0
in: 206 150 36
out: 0 1 0
in: 241 123 50
out: 1 0 0
in: 217 180 17
out: 0 1 0
in: 173 132 95
out: 0 1 0
in: 17 249 114
out: 0 1 0
in: 130 182 1
out: 0 1 0
in: 152 107 55
out: 0 1 0
in: 77 128 178
out: 0 0 1
in: 95 114 243
out: 0 0 1
in: 83 76 27
out: 0 1 0
in: 169 220 3
out: 0 1 0
in: 163 156 182
out: 0 0 1
in: 126 36 124
out: 0 0 1
in: 240 44 110
out: 1 0 0
in: 0 139 231
out: 0 0 1
in: 101 85 76
out: 0 1 0
in: 91 121 31
out: 0 1 0
in: 64 229 163
out: 0 1 0
in: 197 88 201
out: 0 0 1
in: 106 173 209
out: 0 0 1
in: 195 220 53
out: 0 1 0
in: 31 245 37
out: 0 1 0
in: 211 71 158
out: 1 0 0
in: 49 178 144
out: 0 1 0
in: 129 245 194
out: 0 1 0
in: 44 104 77
out: 0 1 0
in: 134 221 126
out: 0 1 0
in: 199 194 176
out: 0 1 0
in: 57 128 63
out: 0 1 0
in: 206 23 168
out: 1 0 0
in: 155 222 176
out: 0 1 0
in: 244 47 46
out: 1 0 0
in: 245 190 62
out: 0 1 0
in: 112 153 231
out: 0 0 1
in: 97 225 236
out: 0 0 1
in: 139 214 98
out: 0 1 0
in: 4 69 182
out: 0 0 1
in: 141 12 215
out: 0 0 1
in: 137 74 161
out: 0 0 1
in: 21 181 247
out: 0 0 1
in: 193 190 120
out: 0 1 0
in: 4 248 199
out: 0 1 0
in: 200 71 232
out: 0 0 1
in: 6 9 83
out: 0 0 1
in: 240 187 29
out: 0 1 0
in: 181 250 9
out: 0 1 0
in: 36 52 153
out: 0 0 1
in: 165 97 204
out: 0 0 1
in: 192 233 113
out: 0 1 0
in: 48 119 199
out: 0 0 1
in: 31 36 20
out: 0 1 0
in: 78 7 49
out: 1 0 0
in: 178 98 152
out: 0 0 1
in: 188 231 241
out: 0 0 1
in: 85 197 72
out: 0 1 0
in: 97 64 127
out: 0 0 1
in: 231 77 93
out: 1 0 0
in: 55 202 139
out: 0 1 0
in: 46 182 233
out: 0 0 1
in: 175 177 167
out: 0 1 0
in: 132 111 217
out: 0 0 1
in: 42 22 158
out: 0 0 1
in: 73 60 76
out: 0 0 1
in: 86 23 22
out: 1 0 0
in: 87 7 208
out: 0 0 1
in: 50 17 21
out: 1 0 0
in: 246 130 73
out: 1 0 0
in: 87 77 204
out: 0 0 1
in: 177 102 79
out: 1 0 0
in: 252 140 121
out: 1 0 0
in: 149 100 45
out: 0 1 0
in: 42 131 228
out: 0 0 1
in: 177 64 157
out: 0 0 1
in: 253 78 254
out: 0 0 1
in: 189 158 132
out: 0 1 0
in: 122 64 56
out: 1 0 0
in: 63 89 49
out: 0 1 0
in: 45 65 67
out: 0 0 1
in: 115 71 58
out: 1 0 0
in: 190 155 166
out: 0 0 1
in: 103 185 186
out: 0 0 1
in: 143 12 116
out: 1 0 0
in: 155 211 162
out: 0 1 0
in: 136 38 73
out: 1 0 0
in: 53 157 80
out: 0 1 0
in: 179 238 57
out: 0 1 0
in: 213 249 183
out: 0 1 0
in: 195 4 127
out: 1 0 0
in: 55 181 88
out: 0 1 0
in: 97 151 200
out: 0 0 1
in: 97 162 52
out: 0 1 0
in: 172 61 66
out: 1 0 0
in: 114 182 157
out: 0 1 0
in: 118 35 32
out: 1 0 0
in: 82 136 155
out: 0 0 1
in: 139 79 41
out: 1 0 0
in: 17 251 144
out: 0 1 0
in: 180 109 10
out: 0 1 0
in: 19 136 56
out: 0 1 0
in: 112 195 41
out: 0 1 0
in: 2 56 85
out: 0 0 1
in: 46 89 183
out: 0 0 1
in: 224 120 220
out: 0 0 1
in: 64 163 127
out: 0 1 0
in: 234 27 153
out: 1 0 0
in: 210 10 246
out: 0 0 1
in: 143 61 40
out: 1 0 0
in: 87 183 158
out: 0 1 0
in: 106 247 197
out: 0 1 0
in: 244 216 197
out: 0 1 0
in: 214 199 41
out: 0 1 0
in: 152 168 188
out: 0 0 1
in: 168 100 35
out: 1 0 0
in: 75 194 216
out: 0 0 1
in: 38 160 24
out: 0 1 0
in: 53 224 126
out: 0 1 0
in: 8 216 216
out: 0 0 1
in: 251 135 235
out: 0 0 1
in: 16 70 253
out: 0 0 1
in: 91 53 223
out: 0 0 1
in: 84 176 13
out: 0 1 0
in: 38 115 175
out: 0 0 1
in: 74 86 248
out: 0 0 1
in: 137 186 170
out: 0 1 0
in: 247 235 39
out: 0 1 0
in: 30 56 177
out: 0 0 1
in: 6 47 168
out: 0 0 1
in: 188 4 182
out: 0 0 1
in: 121 144 115
out: 0 1 0
in: 128 128 12
out: 0 1 0
in: 128 13 0
out: 1 0 0
in: 205 34 98
out: 1 0 0
in: 127 109 196
out: 0 0 1
in: 159 206 243
out: 0 0 1
in: 253 236 167
out: 0 1 0
in: 177 158 104
out: 0 1 0
in: 112 210 172
out: 0 1 0
in: 141 129 47
out: 0 1 0
in: 17 249 36
out: 0 1 0
in: 73 121 253
out: 0 0 1
in: 145 227 127
out: 0 1 0
in: 196 157 171
out: 0 0 1
in: 241 174 234
out: 0 0 1
in: 182 231 79
out: 0 1 0
in: 98 217 4
out: 0 1 0
in: 178 209 174
out: 0 1 0
in: 248 82 181
out: 1 0 0
in: 98 8 79
out: 1 0 0
in: 186 90 247
out: 0 0 1
in: 225 69 219
out: 0 0 1
in: 64 52 89
out: 0 0 1
in: 228 240 140
out: 0 1 0
in: 90 232 184
out: 0 1 0
in: 71 178 194
out: 0 0 1
in: 157 190 38
out: 0 1 0
in: 246 73 66
out: 1 0 0
in: 165 59 108
out: 1 0 0
in: 45 127 196
out: 0 0 1
in: 57 241 158
out: 0 1 0
in: 188 199 29
out: 0 1 0
in: 78 193 203
out: 0 0 1
in: 190 209 178
out: 0 1 0
in: 58 114 123
out: 0 0 1
in: 67 118 197
out: 0 0 1
in: 17 92 42
out: 0 1 0
in: 229 62 123
out: 1 0 0
in: 145 114 203
out: 0 0 1
in: 224 28 93
out: 1 0 0
in: 197 11 214
out: 0 0 1
in: 184 38 211
out: 0 0 1
in: 61 195 176
out: 0 1 0
in: 192 55 104
out: 1 0 0
in: 60 192 71
out: 0 1 0
in: 5 218 94
out: 0 1 0
in: 1 70 101
out: 0 0 1
in: 210 123 168
out: 1 0 0
in: 130 25 111
out: 1 0 0
in: 149 167 13
out: 0 1 0
in: 189 136 223
out: 0 0 1
in: 45 216 179
out: 0 1 0
in: 29 136 65
out: 0 1 0
in: 35 101 139
out: 0 0 1
in: 120 243 248
out: 0 0 1
in: 119 163 131
out: 0 1 0
in: 84 180 7
out: 0 1 0
in: 87 111 30
out: 0 1 0
in: 92 127 197
out: 0 0 1
in: 246 147 120
out: 1 0 0
in: 11 73 36
out: 0 1 0
in: 214 188 182
out: 0 1 0
in: 103 20 24
out: 1 0 0
in: 239 216 239
out: 0 0 1
in: 113 103 101
out: 0 1 0
in: 253 63 100
out: 1 0 0
in: 146 61 99
out: 1 0 0
in: 225 158 165
out: 1 0 0
in: 174 7 183
out: 0 0 1
in: 241 36 139
out: 1 0 0
in: 127 111 136
out: 0 0 1
in: 223 232 240
out: 0 0 1
in: 221 1 142
out: 1 0 0
in: 176 240 131
out: 0 1 0
in: 148 58 14
out: 1 0 0
in: 168 193 97
out: 0 1 0
in: 217 11 134
out: 1 0 0
in: 57 204 250
out: 0 0 1
in: 189 187 21
out: 0 1 0
in: 250 179 23
out: 0 1 0
in: 0 6 207
out: 0 0 1
in: 100 135 9
out: 0 1 0
in: 65 142 119
out: 0 1 0
in: 17 231 190
out: 0 1 0
in: 116 93 179
out: 0 0 1
in: 207 168 205
out: 0 0 1
in: 128 176 147
out: 0 1 0
in: 198 28 189
out: 0 0 1
in: 54 118 223
out: 0 0 1
in: 236 238 110
out: 0 1 0
in: 88 205 186
out: 0 1 0
in: 168 81 98
out: 1 0 0
in: 6 9 88
out: 0 0 1
in: 49 46 38
out: 0 1 0
in: 119 15 194
out: 0 0 1
in: 28 38 38
out: 0 0 1
in: 15 202 197
out: 0 1 0
in: 132 4 246
out: 0 0 1
in: 221 166 29
out: 0 1 0
in: 236 0 245
out: 0 0 1
in: 78 186 98
out: 0 1 0
in: 248 45 36
out: 1 0 0
in: 112 101 111
out: 0 0 1
in: 47 93 87
out: 0 1 0
in: 42 12 238
out: 0 0 1
in: 110 96 179
out: 0 0 1
in: 125 183 175
out: 0 1 0
in: 183 84 11
out: 1 0 0
in: 65 2 181
out: 0 0 1
in: 174 191 150
out: 0 1 0
in: 166 106 69
out: 1 0 0
in: 176 38 70
out: 1 0 0
in: 95 14 92
out: 0 0 1
in: 134 230 77
out: 0 1 0
in: 148 92 15
out: 0 1 0
in: 48 63 11
out: 0 1 0
in: 184 144 254
out: 0 0 1
in: 199 149 66
out: 0 1 0
in: 41 38 213
out: 0 0 1
in: 55 99 76
out: 0 1 0
in: 236 49 142
out: 1 0 0
in: 253 92 82
out: 1 0 0
in: 45 18 226
out: 0 0 1
in: 37 139 10
out: 0 1 0
in: 72 153 151
out: 0 0 1
in: 183 55 200
out: 0 0 1
in: 100 250 33
out: 0 1 0
in: 235 112 174
out: 1 0 0
in: 67 34 12
out: 1 0 0
in: 184 222 175
out: 0 1 0
in: 72 97 122
out: 0 0 1
in: 249 2 24
out: 1 0 0
in: 74 111 113
out: 0 0 1
in: 210 29 167
out: 1 0 0
in: 66 203 36
out: 0 1 0
in: 98 217 83
out: 0 1 0
in: 174 129 21
out: 0 1 0
in: 144 136 184
out: 0 0 1
in: 146 44 217
out: 0 0 1
in: 222 46 86
out: 1 0 0
in: 13 32 154
out: 0 0 1
in: 134 197 234
out: 0 0 1
in: 243 79 14
out: 1 0 0
in: 247 98 62
out: 1 0 0
in: 205 151 81
out: 0 1 0
in: 108 128 203
out: 0 0 1
in: 106 185 47
out: 0 1 0
in: 110 6 236
out: 0 0 1
in: 37 231 217
out: 0 1 0
in: 47 93 138
out: 0 0 1
in: 209 108 24
out: 1 0 0
in: 136 151 1
out: 0 1 0
in: 0 23 150
out: 0 0 1
in: 139 166 101
out: 0 1 0
in: 164 128 223
out: 0 0 1
in: 242 74 44
out: 1 0 0
in: 37 158 125
out: 0 1 0
in: 200 215 214
out: 0 0 1
in: 120 104 253
out: 0 0 1
in: 140 94 217
out: 0 0 1
in: 250 173 84
out: 0 1 0
in: 114 206 42
out: 0 1 0
in: 199 202 242
out: 0 0 1
in: 86 69 121
out: 0 0 1
in: 158 150 15
out: 0 1 0
in: 4 4 125
out: 0 0 1
in: 59 34 254
out: 0 0 1
in: 171 216 146
out: 0 1 0
in: 120 101 38
out: 0 1 0
in: 34 15 42
out: 0 0 1
in: 141 209 221
out: 0 0 1
in: 7 224 151
out: 0 1 0
in: 242 161 250
out: 0 0 1
in: 145 48 216
out: 0 0 1
in: 141 138 167
out: 0 0 1
in: 222 47 126
out: 1 0 0
in: 35 244 176
out: 0 1 0
in: 29 82 190
out: 0 0 1
in: 80 104 88
out: 0 1 0
in: 140 69 68
out: 1 0 0
in: 114 0 240
out: 0 0 1
in: 182 162 215
out: 0 0 1
in: 16 149 201
out: 0 0 1
in: 48 220 84
out: 0 1 0
in: 167 22 60
out: 1 0 0
in: 29 27 20
out: 0 1 0
in: 2 150 167
out: 0 0 1
in: 240 230 179
out: 0 1 0
in: 29 171 209
out: 0 0 1
in: 67 234 86
out: 0 1 0
in: 3 140 251
out: 0 0 1
in: 217 131 180
out: 0 0 1
in: 102 145 16
out: 0 1 0
in: 191 254 197
out: 0 1 0
in: 234 5 226
out: 0 0 1
in: 32 180 236
out: 0 0 1
in: 226 90 235
out: 0 0 1
in: 55 73 38
out: 0 1 0
in: 20 0 251
out: 0 0 1
in: 166 77 181
out: 0 0 1
in: 22 243 87
out: 0 1 0
in: 229 132 221
out: 0 0 1
in: 23 198 250
out: 0 0 1
in: 176 200 243
out: 0 0 1
in: 5 43 132
out: 0 0 1
in: 28 14 122
out: 0 0 1
in: 141 75 71
out: 1 0 0
in: 132 73 76
out: 1 0 0
in: 141 104 253
out: 0 0 1
in: 91 186 23
out: 0 1 0
in: 108 130 56
out: 0 1 0
in: 250 98 1
out: 1 0 0
in: 100 245 167
out: 0 1 0
in: 17 14 139
out: 0 0 1
in: 231 246 216
out: 0 1 0
in: 144 234 69
out: 0 1 0
in: 249 63 145
out: 1 0 0
in: 169 181 63
out: 0 1 0
in: 156 141 93
out: 0 1 0
in: 87 78 48
out: 0 1 0
in: 229 68 175
out: 1 0 0
in: 65 109 38
out: 0 1 0
in: 165 50 180
out: 0 0 1
in: 198 34 250
out: 0 0 1
in: 146 39 216
out: 0 0 1
in: 26 205 199
out: 0 1 0
in: 219 67 243
out: 0 0 1
in: 243 205 154
out: 0 1 0
in: 167 233 190
out: 0 1 0
in: 153 54 192
out: 0 0 1
in: 62 75 109
out: 0 0 1
in: 16 210 113
out: 0 1 0
in: 224 253 19
out: 0 1 0
in: 227 136 247
out: 0 0 1
in: 162 245 196
out: 0 1 0
in: 233 207 24
out: 0 1 0
in: 92 150 195
out: 0 0 1
in: 121 156 22
out: 0 1 0
in: 173 26 97
out: 1 0 0
in: 42 252 9
out: 0 1 0
in: 78 216 112
out: 0 1 0
in: 65 154 119
out: 0 1 0
in: 139 16 41
out: 1 0 0
in: 50 149 226
out: 0 0 1
in: 150 73 213
out: 0 0 1
in: 22 118 14
out: 0 1 0
in: 63 74 225
out: 0 0 1
in: 164 222 250
out: 0 0 1
in: 22 82 74
out: 0 1 0
in: 68 86 166
out: 0 0 1
in: 28 21 122
out: 0 0 1
in: 232 204 184
out: 0 1 0
in: 107 92 72
out: 0 1 0
in: 191 19 156
out: 1 0 0
in: 231 15 205
out: 1 0 0
in: 65 28 130
out: 0 0 1
in: 66 33 13
out: 1 0 0
in: 72 66 129
out: 0 0 1
in: 222 111 14
out: 1 0 0
in: 85 8 24
out: 1 0 0
in: 6 47 248
out: 0 0 1
in: 72 50 46
out: 1 0 0
in: 224 134 84
out: 1 0 0
in: 67 39 77
out: 0 0 1
in: 254 164 234
out: 0 0 1
in: 240 80 133
out: 1 0 0
in: 218 130 85
out: 1 0 0
in: 219 78 4
out: 1 0 0
in: 38 120 116
out: 0 1 0
in: 149 86 189
out: 0 0 1
in: 91 0 78
out: 1 0 0
in: 61 43 51
out: 0 0 1
in: 220 4 86
out: 1 0 0
in: 58 43 138
out: 0 0 1
in: 20 141 114
out: 0 1 0
in: 113 19 65
out: 1 0 0
in: 51 94 1
out: 0 1 0
in: 144 61 208
out: 0 0 1
in: 222 246 160
out: 0 1 0
in: 98 30 20
out: 1 0 0
in: 12 155 154
out: 0 0 1
in: 73 162 68
out: 0 1 0
in: 138 151 47
out: 0 1 0
in: 15 204 154
out: 0 1 0
in: 196 3 250
out: 0 0 1
in: 217 164 47
out: 0 1 0
in: 196 62 91
out: 1 0 0
in: 66 243 175
out: 0 1 0
in: 163 239 141
out: 0 1 0
in: 250 67 92
out: 1 0 0
in: 205 181 80
out: 0 1 0
in: 18 140 132
out: 0 1 0
in: 117 123 69
out: 0 1 0
in: 136 2 233
out: 0 0 1
in: 228 145 108
out: 1 0 0
in: 210 165 162
out: 1 0 0
in: 223 201 30
out: 0 1 0
in: 173 242 209
out: 0 1 0
in: 84 58 228
out: 0 0 1
in: 165 252 229
out: 0 1 0
in: 213 161 106
out: 0 1 0
in: 151 67 173
out: 0 0 1
in: 90 223 219
out: 0 1 0
in: 229 177 168
out: 1 0 0
in: 93 23 132
out: 0 0 1
in: 94 252 125
out: 0 1 0
in: 34 175 96
out: 0 1 0
in: 101 252 212
out: 0 1 0
in: 201 174 112
out: 0 1 0
in: 98 133 66
out: 0 1 0
in: 43 43 125
out: 0 0 1
in: 82 124 60
out: 0 1 0
in: 178 29 53
out: 1 0 0
in: 229 199 171
out: 0 1 0
in: 213 104 72
out: 1 0 0
in: 87 32 153
out: 0 0 1
in: 102 187 137
out: 0 1 0
in: 87 170 150
out: 0 1 0
in: 162 107 36
out: 0 1 0
in: 89 102 42
out: 0 1 0
in: 229 58 213
out: 0 0 1
in: 162 213 30
out: 0 1 0
in: 37 217 29
out: 0 1 0
in: 114 153 61
out: 0 1 0
in: 174 117 175
out: 0 0 1
in: 33 232 93
out: 0 1 0
in: 115 54 181
out: 0 0 1
in: 13 243 233
out: 0 1 0
in: 52 201 119
out: 0 1 0
in: 9 26 111
out: 0 0 1
in: 89 187 115
out: 0 1 0
in: 150 181 219
out: 0 0 1
in: 111 37 159
out: 0 0 1
in: 143 63 181
out: 0 0 1
in: 162 226 213
out: 0 1 0
in: 105 133 218
out: 0 0 1
in: 163 81 137
out: 1 0 0
in: 240 254 101
out: 0 1 0
in: 104 135 24
out: 0 1 0
in: 58 84 89
out: 0 0 1
in: 30 89 122
out: 0 0 1
in: 95 171 68
out: 0 1 0
in: 8 86 3
out: 0 1 0
in: 75 6 214
out: 0 0 1
in: 222 224 148
out: 0 1 0
in: 2 30 47
out: 0 0 1
in: 88 120 165
out: 0 0 1
in: 191 204 51
out: 0 1 0
in: 82 91 36
out: 0 1 0
in: 96 145 88
out: 0 1 0
in: 189 119 239
out: 0 0 1
in: 122 18 243
out: 0 0 1
in: 189 8 191
out: 0 0 1
in: 159 50 227
out: 0 0 1
in: 181 156 11
out: 0 1 0
in: 183 234 214
out: 0 1 0
in: 41 34 124
out: 0 0 1
in: 106 112 86
out: 0 1 0
in: 192 173 9
out: 0 1 0
in: 121 217 90
out: 0 1 0
in: 133 252 26
out: 0 1 0
in: 158 6 52
out: 1 0 0
in: 65 23 79
out: 0 0 1
in: 117 199 170
out: 0 1 0
in: 221 178 144
out: 0 1 0
in: 229 179 84
out: 0 1 0
in: 193 232 234
out: 0 0 1
in: 120 88 110
out: 0 0 1
in: 45 36 196
out: 0 0 1
in: 235 60 171
out: 1 0 0
in: 184 173 49
out: 0 1 0
in: 240 93 54
out: 1 0 0
in: 38 233 39
out: 0 1 0
in: 60 66 19
out: 0 1 0
in: 13 78 208
out: 0 0 1
in: 179 122 253
out: 0 0 1
in: 219 12 139
out: 1 0 0
in: 18 226 231
out: 0 0 1
in: 173 81 64
out: 1 0 0
in: 186 19 77
out: 1 0 0
in: 70 7 251
out: 0 0 1
in: 5 2 74
out: 0 0 1
in: 113 176 141
out: 0 1 0
in: 242 143 68
out: 1 0 0
in: 237 233 49
out: 0 1 0
in: 67 25 150
out: 0 0 1
in: 30 229 81
out: 0 1 0
in: 34 250 125
out: 0 1 0
in: 108 168 59
out: 0 1 0
in: 230 161 182
out: 1 0 0
in: 60 214 33
out: 0 1 0
in: 254 56 175
out: 1 0 0
in: 141 118 213
out: 0 0 1
in: 133 30 208
out: 0 0 1
in: 16 187 79
out: 0 1 0
in: 164 174 147
out: 0 1 0
in: 153 167 13
out: 0 1 0
in: 142 104 218
out: 0 0 1
in: 248 46 200
out: 1 0 0
in: 97 19 83
out: 1 0 0
in: 148 6 69
out: 1 0 0
in: 233 79 119
out: 1 0 0
in: 47 55 68
out: 0 0 1
in: 221 192 177
out: 0 1 0
in: 147 7 155
out: 0 0 1
in: 212 155 119
out: 0 1 0
in: 196 196 249
out: 0 0 1
in: 180 57 238
out: 0 0 1
in: 254 36 168
out: 1 0 0
in: 127 162 156
out: 0 1 0
in: 75 233 212
out: 0 1 0
in: 166 12 80
out: 1 0 0
in: 45 149 109
out: 0 1 0
in: 83 192 166
out: 0 1 0
in: 129 73 93
out: 1 0 0
in: 62 238 215
out: 0 1 0
in: 125 32 53
out: 1 0 0
in: 147 104 2
out: 0 1 0
in: 192 233 164
out: 0 1 0
in: 2 186 0
out: 0 1 0
in: 223 222 134
out: 0 1 0
in: 92 70 109
out: 0 0 1
in: 27 119 97
out: 0 1 0
in: 246 134 166
out: 1 0 0
in: 240 220 88
out: 0 1 0
in: 57 139 192
out: 0 0 1
in: 145 243 223
out: 0 1 0
in: 201 74 74
out: 1 0 0
in: 248 77 16
out: 1 0 0
in: 227 72 4
out: 1 0 0
in: 13 22 236
out: 0 0 1
in: 231 81 232
out: 0 0 1
in: 234 200 70
out: 0 1 0
in: 184 105 185
out: 0 0 1
in: 201 224 252
out: 0 0 1
in: 107 230 94
out: 0 1 0
in: 184 144 126
out: 0 1 0
in: 0 124 181
out: 0 0 1
in: 150 197 247
out: 0 0 1
in: 182 229 163
out: 0 1 0
in: 14 245 30
out: 0 1 0
in: 52 112 7
out: 0 1 0
in: 166 153 242
out: 0 0 1
in: 63 194 106
out: 0 1 0
in: 126 226 117
out: 0 1 0
in: 33 88 37
out: 0 1 0
in: 223 48 129
out: 1 0 0
in: 58 2 55
out: 0 0 1
in: 148 26 0
out: 1 0 0
in: 190 141 77
out: 0 1 0
in: 59 36 53
out: 0 0 1
in: 219 164 52
out: 0 1 0
in: 119 170 99
out: 0 1 0
in: 37 89 67
out: 0 1 0
in: 83 167 143
out: 0 1 0
in: 144 35 95
out: 1 0 0
in: 125 33 118
out: 0 0 1
in: 222 99 239
out: 0 0 1
in: 92 23 233
out: 0 0 1
in: 183 121 238
out: 0 0 1
in: 104 104 120
out: 0 0 1
in: 35 102 231
out: 0 0 1
in: 184 154 18
out: 0 1 0
in: 23 63 234
out: 0 0 1
in: 250 221 18
out: 0 1 0
in: 166 72 167
out: 0 0 1
in: 112 236 140
out: 0 1 0
in: 64 48 225
out: 0 0 1
in: 102 2 21
out: 1 0 0
in: 193 92 41
out: 1 0 0
in: 59 123 192
out: 0 0 1
in: 43 62 174
out: 0 0 1
in: 30 74 215
out: 0 0 1
in: 32 78 14
out: 0 1 0
in: 197 55 18
out: 1 0 0
in: 241 172 208
out: 0 0 1
in: 222 81 19
out: 1 0 0
in: 230 5 23
out: 1 0 0
in: 159 19 174
out: 0 0 1
in: 30 2 197
out: 0 0 1
in: 85 79 243
out: 0 0 1
in: 226 108 175
out: 1 0 0
in: 216 162 220
out: 0 0 1
in: 15 95 185
out: 0 0 1
in: 81 15 121
out: 0 0 1
in: 106 242 117
out: 0 1 0
in: 126 13 12
out: 1 0 0
in: 240 84 203
out: 1 0 0
in: 54 0 129
out: 0 0 1
in: 231 224 203
out: 0 1 0
in: 175 100 79
out: 1 0 0
in: 66 112 9
out: 0 1 0
in: 30 113 98
out: 0 1 0
in: 118 60 46
out: 1 0 0
in: 100 163 204
out: 0 0 1
in: 172 90 40
out: 1 0 0
in: 39 187 183
out: 0 1 0
in: 244 101 163
out: 1 0 0
in: 152 143 11
out: 0 1 0
in: 199 3 199
out: 0 0 1
in: 221 102 174
out: 1 0 0
in: 60 76 112
out: 0 0 1
in: 65 167 147
out: 0 1 0
in: 106 161 116
out: 0 1 0
in: 204 197 214
out: 0 0 1
in: 1 147 73
out: 0 1 0
in: 23 168 123
out: 0 1 0
in: 27 188 30
out: 0 1 0
in: 235 51 136
out: 1 0 0
in: 46 119 74
out: 0 1 0
in: 13 101 251
out: 0 0 1
in: 250 1 68
out: 1 0 0
in: 48 150 84
out: 0 1 0
in: 134 147 83
out: 0 1 0
in: 219 112 66
out: 1 0 0
in: 100 201 216
out: 0 0 1
in: 231 162 12
out: 0 1 0
in: 75 89 122
out: 0 0 1
in: 182 162 82
out: 0 1 0
in: 192 153 33
out: 0 1 0
in: 86 64 180
out: 0 0 1
in: 92 36 43
out: 1 0 0
in: 202 9 226
out: 0 0 1
in: 19 92 52
out: 0 1 0
in: 174 180 221
out: 0 0 1
in: 135 250 145
out: 0 1 0
in: 113 236 163
out: 0 1 0
in: 65 130 22
out: 0 1 0
in: 179 249 189
out: 0 1 0
in: 118 7 111
out: 0 0 1
in: 161 115 83
out: 0 1 0
in: 149 250 79
out: 0 1 0
in: 94 219 95
out: 0 1 0
in: 39 245 226
out: 0 1 0
in: 140 192 2
out: 0 1 0
in: 35 66 168
out: 0 0 1
in: 61 115 77
out: 0 1 0
in: 21 137 149
out: 0 0 1
in: 196 71 235
out: 0 0 1
in: 139 30 126
out: 0 0 1
in: 73 201 222
out: 0 0 1
in: 181 246 178
out: 0 1 0
in: 192 243 72
out: 0 1 0
in: 146 234 165
out: 0 1 0
in: 28 69 125
out: 0 0 1
in: 252 58 138
out: 1 0 0
in: 30 127 194
out: 0 0 1
in: 188 37 73
out: 1 0 0
in: 142 30 65
out: 1 0 0
in: 172 13 147
out: 1 0 0
in: 24 96 208
out: 0 0 1
in: 168 164 254
out: 0 0 1
in: 238 206 250
out: 0 0 1
in: 234 62 166
out: 1 0 0
in: 200 189 45
out: 0 1 0
in: 251 87 26
out: 1 0 0
in: 33 152 94
out: 0 1 0
in: 55 61 79
out: 0 0 1
in: 65 166 54
out: 0 1 0
in: 159 169 151
out: 0 1 0
in: 216 61 125
out: 1 0 0
in: 176 199 175
out: 0 1 0
in: 40 170 71
out: 0 1 0
in: 105 247 208
out: 0 1 0
in: 101 162 48
out: 0 1 0
in: 85 193 135
out: 0 1 0
in: 52 109 76
out: 0 1 0
in: 78 231 125
out: 0 1 0
in: 189 152 133
out: 0 1 0
in: 114 252 111
out: 0 1 0
in: 103 213 146
out: 0 1 0
in: 41 103 152
out: 0 0 1
in: 151 15 143
out: 0 0 1
in: 62 136 238
out: 0 0 1
in: 144 63 27
out: 1 0 0
in: 78 194 2
out: 0 1 0
in: 236 245 6
out: 0 1 0
in: 234 64 63
out: 1 0 0
in: 124 130 219
out: 0 0 1
in: 5 183 61
out: 0 1 0
in: 190 183 241
out: 0 0 1
in: 107 14 221
out: 0 0 1
in: 80 143 150
out: 0 0 1
in: 231 146 221
out: 0 0 1
in: 112 142 141
out: 0 0 1
in: 187 212 38
out: 0 1 0
in: 174 167 191
out: 0 0 1
in: 205 233 125
out: 0 1 0
in: 176 43 72
out: 1 0 0
in: 48 64 241
out: 0 0 1
in: 239 251 31
out: 0 1 0
in: 40 8 128
out: 0 0 1
in: 204 25 142
out: 1 0 0
in: 1 28 151
out: 0 0 1
in: 116 37 224
out: 0 0 1
in: 180 45 17
out: 1 0 0
in: 44 246 151
out: 0 1 0
in: 158 161 162
out: 0 0 1
in: 2 6 23
out: 0 0 1
in: 210 180 169
out: 0 1 0
in: 231 247 189
out: 0 1 0
in: 13 4 131
out: 0 0 1
in: 104 46 69
out: 1 0 0
in: 240 81 88
out: 1 0 0
in: 231 154 63
out: 0 1 0
in: 1 127 47
out: 0 1 0
in: 25 143 222
out: 0 0 1
in: 9 48 99
out: 0 0 1
in: 69 41 39
out: 1 0 0
in: 18 178 61
out: 0 1 0
in: 116 82 64
out: 1 0 0
in: 241 107 199
out: 1 0 0
in: 232 223 197
out: 0 1 0
in: 89 119 60
out: 0 1 0
in: 151 62 120
out: 1 0 0
in: 12 247 104
out: 0 1 0
in: 82 253 226
out: 0 1 0
in: 161 41 12
out: 1 0 0
in: 39 74 219
out: 0 0 1
